x,y,HEATING_DEGREE_DAYS,NORMAL_SNOWFALL,LOCAL_YEAR,LOCAL_MONTH,MIN_TEMPERATURE,ID,DAYS_WITH_VALID_PRECIP,MEAN_TEMPERATURE,NORMAL_PRECIPITATION,DAYS_WITH_VALID_MAX_TEMP,COOLING_DEGREE_DAYS,DAYS_WITH_VALID_SNOWFALL,LONGITUDE,DAYS_WITH_PRECIP_GE_1MM,LOCAL_DATE,NORMAL_SUNSHINE,LATITUDE,SNOW_ON_GROUND_LAST_DAY,PROVINCE_CODE,BRIGHT_SUNSHINE,NORMAL_MEAN_TEMPERATURE,LAST_UPDATED,ENG_PROVINCE_NAME,TOTAL_PRECIPITATION,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,CLIMATE_IDENTIFIER,DAYS_WITH_VALID_MEAN_TEMP,STATION_NAME,TOTAL_SNOWFALL,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE
-57.61666666666667,47.61666666666667,438.8,,2015,11,-9.7,45287.2015.11,29,2.8689655172413793,,29,0,0,-57.617,11,2015-11,,47.617,0,NL,,,2023-07-19 11:17:34,NEWFOUNDLAND,84.4,0,TERRE-NEUVE,8400801,29,BURGEO NL,,30,10.7
-57.61666666666667,47.61666666666667,576.7,,2015,12,-11.2,45287.2015.12,31,-0.603225806451613,,31,0,0,-57.617,14,2015-12,,47.617,0,NL,,,2023-07-19 11:20:48,NEWFOUNDLAND,106.8,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,8.9
-57.61666666666667,47.61666666666667,669.4,,2016,1,-12.2,45287.2016.1,31,-3.5935483870967744,,31,0,0,-57.617,10,2016-01,,47.617,0,NL,,,2023-07-19 10:48:36,NEWFOUNDLAND,81.2,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,4.1
-57.61666666666667,47.61666666666667,598.8,,2016,2,-14.4,45287.2016.2,19,-2.6482758620689655,,29,0,0,-57.617,12,2016-02,,47.617,0,NL,,,2023-07-19 11:19:30,NEWFOUNDLAND,227.1,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,9
-57.61666666666667,47.61666666666667,654.4,,2016,3,-10.5,45287.2016.3,31,-3.109677419354839,,31,0,0,-57.617,14,2016-03,,47.617,0,NL,,,2023-07-19 10:54:31,NEWFOUNDLAND,134.9,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,5.3
-57.61666666666667,47.61666666666667,475.6,,2016,4,-9.8,45287.2016.4,30,2.1466666666666665,,30,0,0,-57.617,14,2016-04,,47.617,0,NL,,,2023-07-19 11:25:31,NEWFOUNDLAND,138,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,15.6
-57.61666666666667,47.61666666666667,363.6,,2016,5,-0.2,45287.2016.5,30,6.2709677419354835,,31,0,0,-57.617,14,2016-05,,47.617,0,NL,,,2023-07-19 11:00:15,NEWFOUNDLAND,146.8,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,14.7
-57.61666666666667,47.61666666666667,244.7,,2016,6,2.5,45287.2016.6,30,9.843333333333334,,30,0,0,-57.617,13,2016-06,,47.617,,NL,,,2023-07-19 11:06:32,NEWFOUNDLAND,243,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,18.1
-57.61666666666667,47.61666666666667,109.9,,2016,7,7.1,45287.2016.7,30,14.458064516129033,,31,0.1,0,-57.617,8,2016-07,,47.617,,NL,,,2023-07-19 10:41:26,NEWFOUNDLAND,70.7,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,22.2
-57.61666666666667,47.61666666666667,65.6,,2016,8,7,45287.2016.8,31,15.903225806451612,,31,0.6,0,-57.617,8,2016-08,,47.617,,NL,,,2023-07-19 11:11:44,NEWFOUNDLAND,99.1,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,23.9
-57.61666666666667,47.61666666666667,174.6,,2016,9,3.2,45287.2016.9,30,12.18,,30,0,0,-57.617,15,2016-09,,47.617,,NL,,,2023-07-19 11:17:53,NEWFOUNDLAND,131.5,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,19.6
-57.61666666666667,47.61666666666667,300,,2016,10,-2,45287.2016.10,31,8.32258064516129,,31,0,0,-57.617,10,2016-10,,47.617,,NL,,,2023-07-19 11:02:48,NEWFOUNDLAND,367.8,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,17.7
-57.61666666666667,47.61666666666667,367.3,,2016,11,-2.9,45287.2016.11,29,5.756666666666667,,30,0,0,-57.617,12,2016-11,,47.617,0,NL,,,2023-07-19 11:21:12,NEWFOUNDLAND,128.9,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,13.8
-57.61666666666667,47.61666666666667,627.3,,2016,12,-10.7,45287.2016.12,31,-2.235483870967742,,31,0,0,-57.617,18,2016-12,,47.617,7,NL,,,2023-07-19 10:56:09,NEWFOUNDLAND,177.6,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,7.6
-57.61666666666667,47.61666666666667,663.5,,2017,1,-16.8,45287.2017.1,31,-3.403225806451613,,31,0,0,-57.617,16,2017-01,,47.617,21,NL,,,2023-07-19 11:21:12,NEWFOUNDLAND,168.5,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,5.7
-57.61666666666667,47.61666666666667,619.4,,2017,2,-16,45287.2017.2,28,-4.121428571428571,,28,0,0,-57.617,14,2017-02,,47.617,28,NL,,,2023-07-19 10:59:35,NEWFOUNDLAND,87.8,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,5.1
-57.61666666666667,47.61666666666667,640.8,,2017,3,-12.5,45287.2017.3,24,-2.670967741935484,,31,0,0,-57.617,16,2017-03,,47.617,34,NL,,,2025-03-07 10:31:28,NEWFOUNDLAND,135.3,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,4
-57.61666666666667,47.61666666666667,493,,2017,4,-7.7,45287.2017.4,30,1.5666666666666667,,30,0,0,-57.617,11,2017-04,,47.617,,NL,,,2023-07-19 10:50:21,NEWFOUNDLAND,114.3,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,10.9
-57.61666666666667,47.61666666666667,372.8,,2017,5,-1.5,45287.2017.5,31,5.974193548387097,,31,0,0,-57.617,8,2017-05,,47.617,,NL,,,2023-07-19 11:11:56,NEWFOUNDLAND,79.2,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,16.4
-57.61666666666667,47.61666666666667,262.1,,2017,6,3.2,45287.2017.6,30,9.263333333333334,,30,0,0,-57.617,12,2017-06,,47.617,,NL,,,2023-07-19 10:40:51,NEWFOUNDLAND,151.9,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,17.3
-57.61666666666667,47.61666666666667,125.9,,2017,7,7.4,45287.2017.7,29,13.658620689655173,,29,0,0,-57.617,4,2017-07,,47.617,,NL,,,2023-07-19 10:50:22,NEWFOUNDLAND,58.3,0,TERRE-NEUVE,8400801,29,BURGEO NL,,30,20.7
-57.61666666666667,47.61666666666667,70.5,,2017,8,8.8,45287.2017.8,13,15.725806451612904,,31,0,0,-57.617,7,2017-08,,47.617,,NL,,,2024-09-04 09:46:59,NEWFOUNDLAND,69.2,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,21.3
-57.61666666666667,47.61666666666667,119.1,,2017,9,4.8,45287.2017.9,8,13.9,,29,0.2,0,-57.617,2,2017-09,,47.617,,NL,,,2023-07-19 10:47:23,NEWFOUNDLAND,10.2,0,TERRE-NEUVE,8400801,29,BURGEO NL,,30,23.2
-57.61666666666667,47.61666666666667,280.8,,2017,10,-1.2,45287.2017.10,29,8.941935483870967,,31,0,0,-57.617,2,2017-10,,47.617,,NL,,,2023-07-19 11:06:05,NEWFOUNDLAND,18,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,20.6
-57.61666666666667,47.61666666666667,412.4,,2017,11,-5.4,45287.2017.11,12,3.2714285714285714,,28,0,0,-57.617,1,2017-11,,47.617,,NL,,,2023-07-19 10:47:29,NEWFOUNDLAND,4.8,0,TERRE-NEUVE,8400801,28,BURGEO NL,,30,13
-57.61666666666667,47.61666666666667,550.2,,2017,12,-9.2,45287.2017.12,19,-0.9724137931034482,,29,0,0,-57.617,11,2017-12,,47.617,14,NL,,,2023-07-19 10:50:36,NEWFOUNDLAND,101,0,TERRE-NEUVE,8400801,29,BURGEO NL,,30,10.2
-57.61666666666667,47.61666666666667,663.7,,2018,1,-12,45287.2018.1,31,-3.4096774193548387,,31,0,0,-57.617,17,2018-01,,47.617,16,NL,,,2023-07-19 11:12:09,NEWFOUNDLAND,190,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,8.6
-57.61666666666667,47.61666666666667,600.7,,2018,2,-12.8,45287.2018.2,28,-3.4535714285714287,,28,0,0,-57.617,14,2018-02,,47.617,48,NL,,,2023-07-19 11:09:12,NEWFOUNDLAND,190.7,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,6.1
-57.61666666666667,47.61666666666667,537.5,,2018,3,-8.7,45287.2018.3,31,0.6612903225806451,,31,0,0,-57.617,14,2018-03,,47.617,4,NL,,,2023-07-19 10:56:42,NEWFOUNDLAND,111,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,6.3
-57.61666666666667,47.61666666666667,509.9,,2018,4,-6.6,45287.2018.4,30,1.0033333333333334,,30,0,0,-57.617,14,2018-04,,47.617,0,NL,,,2023-07-19 10:59:46,NEWFOUNDLAND,247.7,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,12.1
-57.61666666666667,47.61666666666667,383.9,,2018,5,-2,45287.2018.5,30,5.203333333333333,,30,0,0,-57.617,12,2018-05,,47.617,,NL,,,2024-08-16 09:46:52,NEWFOUNDLAND,148.6,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,21.3
-57.61666666666667,47.61666666666667,283.5,,2018,6,0.6,45287.2018.6,30,8.55,,30,0,0,-57.617,11,2018-06,,47.617,,NL,,,2024-07-23 09:48:08,NEWFOUNDLAND,147.4,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,19.7
-57.61666666666667,47.61666666666667,114.4,,2018,7,7.5,45287.2018.7,28,14.186666666666667,,30,0,0,-57.617,13,2018-07,,47.617,,NL,,,2024-07-23 09:48:11,NEWFOUNDLAND,91.3,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,24
-57.61666666666667,47.61666666666667,30.4,,2018,8,11.5,45287.2018.8,31,17.425806451612903,,31,12.6,0,-57.617,11,2018-08,,47.617,,NL,,,2023-07-19 11:09:20,NEWFOUNDLAND,115.1,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,24.7
-57.61666666666667,47.61666666666667,157.1,,2018,9,2.7,45287.2018.9,29,12.582758620689654,,29,0,0,-57.617,9,2018-09,,47.617,,NL,,,2024-08-15 14:46:56,NEWFOUNDLAND,164,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,23.9
-57.61666666666667,47.61666666666667,345,,2018,10,-0.2,45287.2018.10,29,6.870967741935484,,31,0,0,-57.617,16,2018-10,,47.617,,NL,,,2024-08-16 09:47:28,NEWFOUNDLAND,317.6,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,13.9
-57.61666666666667,47.61666666666667,421.2,,2018,11,-8.6,45287.2018.11,26,1.8,,26,0,0,-57.617,12,2018-11,,47.617,,NL,,,2024-08-15 14:46:47,NEWFOUNDLAND,172.4,0,TERRE-NEUVE,8400801,26,BURGEO NL,,26,13.1
-57.61666666666667,47.61666666666667,633.4,,2018,12,-10.7,45287.2018.12,31,-2.432258064516129,,31,0,0,-57.617,11,2018-12,,47.617,2,NL,,,2023-07-19 11:21:48,NEWFOUNDLAND,124.6,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,6.8
-57.61666666666667,47.61666666666667,644,,2019,1,-12.4,45287.2019.1,30,-3.466666666666667,,30,0,0,-57.617,17,2019-01,,47.617,7,NL,,,2023-07-20 10:07:54,NEWFOUNDLAND,126.1,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,7.9
-57.61666666666667,47.61666666666667,697.8,,2019,2,-16.5,45287.2019.2,28,-6.921428571428572,,28,0,0,-57.617,11,2019-02,,47.617,16,NL,,,2019-03-01 11:34:30,NEWFOUNDLAND,150,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,3.3
-57.61666666666667,47.61666666666667,639.8,,2019,3,-12.2,45287.2019.3,26,-3.3266666666666667,,30,0,0,-57.617,10,2019-03,,47.617,15,NL,,,2023-07-20 10:08:08,NEWFOUNDLAND,144.1,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,5.3
-57.61666666666667,47.61666666666667,514.5,,2019,4,-9.3,45287.2019.4,30,0.85,,30,0,0,-57.617,15,2019-04,,47.617,,NL,,,2023-07-20 10:18:42,NEWFOUNDLAND,210.9,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,8.1
-57.61666666666667,47.61666666666667,381.2,,2019,5,-1.1,45287.2019.5,31,5.703225806451613,,31,0,0,-57.617,9,2019-05,,47.617,,NL,,,2023-07-20 10:05:41,NEWFOUNDLAND,62.5,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,15.3
-57.61666666666667,47.61666666666667,245.3,,2019,6,3.4,45287.2019.6,19,9.541379310344828,,29,0,0,-57.617,7,2019-06,,47.617,,NL,,,2023-07-20 10:09:07,NEWFOUNDLAND,138.8,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,20.7
-57.61666666666667,47.61666666666667,106,,2019,7,8.3,45287.2019.7,31,14.580645161290322,,31,0,0,-57.617,9,2019-07,,47.617,,NL,,,2023-07-20 10:18:25,NEWFOUNDLAND,89.8,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,24.7
-57.61666666666667,47.61666666666667,50,,2019,8,7.6,45287.2019.8,31,16.43225806451613,,31,1.4,0,-57.617,7,2019-08,,47.617,,NL,,,2023-07-20 10:12:08,NEWFOUNDLAND,92.5,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,22.8
-57.61666666666667,47.61666666666667,173.5,,2019,9,2.9,45287.2019.9,28,11.803571428571429,,28,0,0,-57.617,12,2019-09,,47.617,,NL,,,2023-07-20 10:05:09,NEWFOUNDLAND,85.1,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,19.6
-57.61666666666667,47.61666666666667,324.3,,2019,10,-0.1,45287.2019.10,31,7.538709677419355,,31,0,0,-57.617,10,2019-10,,47.617,,NL,,,2023-07-20 10:01:19,NEWFOUNDLAND,149.1,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,14.5
-57.61666666666667,47.61666666666667,438.1,,2019,11,-4.4,45287.2019.11,18,3.3966666666666665,,30,0,0,-57.617,10,2019-11,,47.617,1,NL,,,2023-07-20 10:19:15,NEWFOUNDLAND,147.2,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,14.2
-57.61666666666667,47.61666666666667,568.7,,2019,12,-9.1,45287.2019.12,13,-0.9566666666666667,,30,0,0,-57.617,4,2019-12,,47.617,12,NL,,,2023-07-20 10:06:02,NEWFOUNDLAND,30.1,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,9.8
-57.61666666666667,47.61666666666667,708.5,,2020,1,-15.3,45287.2020.1,31,-4.854838709677419,,31,0,0,-57.617,15,2020-01,,47.617,11,NL,,,2023-07-20 09:51:59,NEWFOUNDLAND,103,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,4.1
-57.61666666666667,47.61666666666667,639.2,,2020,2,-15.5,45287.2020.2,29,-4.041379310344827,,29,0,0,-57.617,12,2020-02,,47.617,38,NL,,,2023-07-20 10:03:52,NEWFOUNDLAND,138,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,5.5
-57.61666666666667,47.61666666666667,617.9,,2020,3,-13,45287.2020.3,30,-2.5966666666666667,,30,0,0,-57.617,16,2020-03,,47.617,36,NL,,,2023-07-20 10:07:21,NEWFOUNDLAND,210,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,5.5
-57.61666666666667,47.61666666666667,479.9,,2020,4,-8,45287.2020.4,29,1.4517241379310344,,29,0,0,-57.617,12,2020-04,,47.617,,NL,,,2023-07-20 10:10:26,NEWFOUNDLAND,96.4,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,16
-57.61666666666667,47.61666666666667,396.1,,2020,5,-1,45287.2020.5,31,5.22258064516129,,31,0,0,-57.617,12,2020-05,,47.617,,NL,,,2023-07-20 09:52:11,NEWFOUNDLAND,139.1,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,13.8
-57.61666666666667,47.61666666666667,207.8,,2020,6,4.2,45287.2020.6,6,10.83448275862069,,29,0,0,-57.617,3,2020-06,,47.617,,NL,,,2023-07-20 10:17:11,NEWFOUNDLAND,17.1,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,19.6
-57.61666666666667,47.61666666666667,105,,2020,7,6.6,45287.2020.7,31,14.616129032258064,,31,0.1,0,-57.617,16,2020-07,,47.617,,NL,,,2023-07-20 10:16:27,NEWFOUNDLAND,126.5,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,22.4
-57.61666666666667,47.61666666666667,57,,2020,8,7.9,45287.2020.8,31,16.316129032258065,,31,4.8,0,-57.617,12,2020-08,,47.617,,NL,,,2023-07-20 10:19:32,NEWFOUNDLAND,217.7,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,23.9
-57.61666666666667,47.61666666666667,162,,2020,9,2.9,45287.2020.9,20,12.413793103448276,,29,0,0,-57.617,8,2020-09,,47.617,,NL,,,2023-07-20 10:17:50,NEWFOUNDLAND,68.2,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,19.1
-57.61666666666667,47.61666666666667,317.2,,2020,10,-2.9,45287.2020.10,31,7.767741935483871,,31,0,0,-57.617,16,2020-10,,47.617,,NL,,,2023-07-20 10:11:19,NEWFOUNDLAND,192.7,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,17.5
-57.61666666666667,47.61666666666667,427,,2020,11,-5.7,45287.2020.11,30,3.7666666666666666,,30,0,0,-57.617,10,2020-11,,47.617,,NL,,,2023-07-20 10:04:57,NEWFOUNDLAND,107.5,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,13.1
-57.61666666666667,47.61666666666667,34.5,,2020,12,3.8,45287.2020.12,3,6.5,,3,0,0,-57.617,1,2020-12,,47.617,,NL,,,2021-01-31 14:47:04,NEWFOUNDLAND,14.5,0,TERRE-NEUVE,8400801,3,BURGEO NL,,3,9.4
-57.61666666666667,47.61666666666667,246,,2021,3,-8.2,45287.2021.3,13,-0.9230769230769231,,13,0,0,-57.617,4,2021-03,,47.617,21,NL,,,2024-09-25 09:52:16,NEWFOUNDLAND,112.1,0,TERRE-NEUVE,8400801,13,BURGEO NL,,13,6.6
-57.61666666666667,47.61666666666667,387.9,,2021,4,-0.5,45287.2021.4,30,5.07,,30,0,0,-57.617,14,2021-04,,47.617,0,NL,,,2024-09-25 10:12:59,NEWFOUNDLAND,190,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,15.8
-57.61666666666667,47.61666666666667,362.2,,2021,5,-0.3,45287.2021.5,30,5.926666666666667,,30,0,0,-57.617,9,2021-05,,47.617,,NL,,,2024-09-25 09:52:10,NEWFOUNDLAND,124.4,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,13.7
-57.61666666666667,47.61666666666667,194.6,,2021,6,3.4,45287.2021.6,28,11.05,,28,0,0,-57.617,10,2021-06,,47.617,,NL,,,2024-09-25 10:05:18,NEWFOUNDLAND,95.2,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,22.5
-57.61666666666667,47.61666666666667,96.3,,2021,7,8.1,45287.2021.7,28,14.560714285714285,,28,0,0,-57.617,14,2021-07,,47.617,,NL,,,2024-09-25 09:57:17,NEWFOUNDLAND,104.7,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,22.1
-57.61666666666667,47.61666666666667,33.6,,2021,8,9.7,45287.2021.8,23,17.00689655172414,,29,4.8,0,-57.617,8,2021-08,,47.617,,NL,,,2024-09-25 09:55:45,NEWFOUNDLAND,66.7,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,25
-57.61666666666667,47.61666666666667,98.5,,2021,9,4.4,45287.2021.9,29,14.641379310344828,,29,1.1,0,-57.617,17,2021-09,,47.617,,NL,,,2024-09-25 09:51:46,NEWFOUNDLAND,259.8,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,20.9
-57.61666666666667,47.61666666666667,233.5,,2021,10,1.3,45287.2021.10,26,9.948275862068966,,29,0,0,-57.617,10,2021-10,,47.617,4,NL,,,2024-09-25 10:07:10,NEWFOUNDLAND,157.6,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,17.3
-57.61666666666667,47.61666666666667,350.3,,2021,11,-2.8,45287.2021.11,0,6.323333333333333,,30,0,0,-57.617,,2021-11,,47.617,4,NL,,,2024-09-25 10:03:22,NEWFOUNDLAND,,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,13.9
-57.61666666666667,47.61666666666667,562.4,,2021,12,-7.7,45287.2021.12,0,-0.14193548387096774,,31,0,0,-57.617,,2021-12,,47.617,8,NL,,,2024-09-25 10:12:32,NEWFOUNDLAND,,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,11.5
-57.61666666666667,47.61666666666667,602.1,,2022,1,-14,45287.2022.1,7,-2.07,,30,0,0,-57.617,4,2022-01,,47.617,16,NL,,,2024-09-25 09:55:36,NEWFOUNDLAND,83.4,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,7.6
-57.61666666666667,47.61666666666667,589.8,,2022,2,-14.5,45287.2022.2,27,-3.8444444444444446,,27,0,0,-57.617,13,2022-02,,47.617,16,NL,,,2024-09-25 09:59:27,NEWFOUNDLAND,184.5,0,TERRE-NEUVE,8400801,27,BURGEO NL,,27,8.3
-57.61666666666667,47.61666666666667,569.3,,2022,3,-14.4,45287.2022.3,29,-1.6310344827586207,,29,0,0,-57.617,16,2022-03,,47.617,13,NL,,,2024-09-25 09:51:53,NEWFOUNDLAND,160.3,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,9.1
-57.61666666666667,47.61666666666667,428.1,,2022,4,-2.7,45287.2022.4,30,3.73,,30,0,0,-57.617,13,2022-04,,47.617,5,NL,,,2024-09-25 10:03:56,NEWFOUNDLAND,127.3,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,14.2
-57.61666666666667,47.61666666666667,351.1,,2022,5,-2.4,45287.2022.5,31,6.674193548387096,,31,0,0,-57.617,12,2022-05,,47.617,,NL,,,2024-09-25 09:48:42,NEWFOUNDLAND,114.8,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,18.6
-57.61666666666667,47.61666666666667,185.1,,2022,6,4,45287.2022.6,28,11.389285714285714,,28,0,0,-57.617,11,2022-06,,47.617,,NL,,,2024-09-25 09:48:46,NEWFOUNDLAND,198,0,TERRE-NEUVE,8400801,28,BURGEO NL,,28,19
-57.61666666666667,47.61666666666667,87.7,,2022,7,8.8,45287.2022.7,31,15.174193548387096,,31,0.1,0,-57.617,12,2022-07,,47.617,,NL,,,2024-09-25 10:13:17,NEWFOUNDLAND,115.4,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,21.6
-57.61666666666667,47.61666666666667,11.7,,2022,8,11.7,45287.2022.8,30,18.316666666666666,,30,21.2,0,-57.617,11,2022-08,,47.617,,NL,,,2024-09-25 09:51:10,NEWFOUNDLAND,88,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,25.5
-57.61666666666667,47.61666666666667,108,,2022,9,5.1,45287.2022.9,26,14.5,,30,3,0,-57.617,10,2022-09,,47.617,,NL,,,2024-09-25 10:06:55,NEWFOUNDLAND,176.2,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,24.5
-57.61666666666667,47.61666666666667,227.9,,2022,10,1.7,45287.2022.10,26,10.141379310344828,,29,0,0,-57.617,7,2022-10,,47.617,0,NL,,,2024-09-25 10:08:49,NEWFOUNDLAND,93.3,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,17.8
-57.61666666666667,47.61666666666667,432.6,,2022,11,-6.5,45287.2022.11,30,3.58,,30,0,0,-57.617,17,2022-11,,47.617,,NL,,,2024-09-25 10:08:49,NEWFOUNDLAND,262.7,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,14.3
-57.61666666666667,47.61666666666667,514.3,,2022,12,-9.3,45287.2022.12,30,0.8566666666666667,,30,0,0,-57.617,14,2022-12,,47.617,,NL,,,2024-09-25 10:09:06,NEWFOUNDLAND,129,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,7.6
-57.61666666666667,47.61666666666667,580,,2023,1,-9.9,45287.2023.1,31,-0.7096774193548387,,31,0,0,-57.617,16,2023-01,,47.617,,NL,,,2024-09-25 10:13:33,NEWFOUNDLAND,238.9,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,8.3
-57.61666666666667,47.61666666666667,658.2,,2023,2,-18.4,45287.2023.2,27,-6.377777777777778,,27,0,0,-57.617,14,2023-02,,47.617,14,NL,,,2024-09-25 09:49:32,NEWFOUNDLAND,130.9,0,TERRE-NEUVE,8400801,27,BURGEO NL,,27,4.8
-57.61666666666667,47.61666666666667,539.4,,2023,3,-14,45287.2023.3,29,-0.6,,29,0,0,-57.617,9,2023-03,,47.617,0,NL,,,2024-09-25 09:49:34,NEWFOUNDLAND,45.2,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,6.9
-57.61666666666667,47.61666666666667,453.4,,2023,4,-7,45287.2023.4,30,2.8866666666666667,,30,0,0,-57.617,6,2023-04,,47.617,0,NL,,,2024-09-25 09:49:43,NEWFOUNDLAND,63.7,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,13.1
-57.61666666666667,47.61666666666667,374.5,,2023,5,-2.7,45287.2023.5,31,5.919354838709677,,31,0,0,-57.617,9,2023-05,,47.617,,NL,,,2024-09-25 10:01:58,NEWFOUNDLAND,62.1,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,14.2
-57.61666666666667,47.61666666666667,220.5,,2023,6,5.1,45287.2023.6,30,10.65,,30,0,0,-57.617,15,2023-06,,47.617,,NL,,,2024-09-25 09:57:47,NEWFOUNDLAND,115.9,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,20.8
-57.61666666666667,47.61666666666667,63.6,,2023,7,10,45287.2023.7,30,16.216666666666665,,30,10.1,0,-57.617,17,2023-07,,47.617,,NL,,,2024-09-25 10:13:49,NEWFOUNDLAND,157.9,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,25.7
-57.61666666666667,47.61666666666667,34.4,,2023,8,7.5,45287.2023.8,30,16.956666666666667,,30,3.1,0,-57.617,15,2023-08,,47.617,,NL,,,2024-09-25 09:54:03,NEWFOUNDLAND,181.6,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,22.2
-57.61666666666667,47.61666666666667,87.5,,2023,9,3.8,45287.2023.9,30,15.283333333333333,,30,6,0,-57.617,11,2023-09,,47.617,,NL,,,2024-09-25 09:50:06,NEWFOUNDLAND,89,0,TERRE-NEUVE,8400801,30,BURGEO NL,,30,25.2
-57.61666666666667,47.61666666666667,232.3,,2023,10,0.2,45287.2023.10,31,10.506451612903225,,31,0,0,-57.617,13,2023-10,,47.617,,NL,,,2024-09-25 10:02:19,NEWFOUNDLAND,188.6,0,TERRE-NEUVE,8400801,31,BURGEO NL,,31,19
-57.61666666666667,47.61666666666667,438.7,,2023,11,-4.4,45287.2023.11,29,2.872413793103448,,29,0,0,-57.617,12,2023-11,,47.617,,NL,,,2024-09-25 09:58:16,NEWFOUNDLAND,192.5,0,TERRE-NEUVE,8400801,29,BURGEO NL,,29,11.6
